,keys_pair,minutesSinceStart,gap,barClosePrice,tradePrice,Lpred1b,Lpred2b,Lpred3b,Lpred4b,Lpred5b,Lpred6b,Lpred7b,Lpred8b,Lpred9b,Lpred10b,Lpred11b,Lpred12b,Lpred13b,Lpred14b
1856960,pair_1,210.0,0,,,-0.00022049784401071603,-0.000243136370955586,-0.000213592264818049,-9.16520022406816e-05,-4.36866004797415e-05,-9.926780915723679e-05,-0.000822091659119308,-0.00265370653470069,-0.0027221406199483,-0.00478089391117684,-0.00716558255888966,-0.00879815288131359,-0.009385912233464579,-0.00991859186925396
1856961,pair_1,215.0,0,,,-0.000161621452708078,-0.000176693059822142,-0.00015250764921431699,-5.812998784878679e-05,-2.02238131556309e-05,-7.93606210750353e-05,-0.000842452949448445,-0.00282924549363763,-0.00300023246517421,-0.00497976215949043,-0.00750087804412838,-0.00902540840224153,-0.00963338151863197,-0.0101871504489587
1856962,pair_1,220.0,0,,,0.000105655269154687,0.000186695000416914,0.000240405282753168,0.000356763309182657,0.000412885765009621,0.000344196605778973,-0.000518183158410176,-0.00258758052324044,-0.0026892809189012,-0.00419096566132601,-0.00656631517608642,-0.008041179864468541,-0.00855709113445738,-0.00918794910757583
1856963,pair_1,225.0,0,,,8.68312960934062e-06,-7.20508211741826e-06,-3.09837688739233e-05,-4.31633208405435e-06,1.1323021983263198e-05,-1.44055502433e-05,-0.000722945238559155,-0.00275794026215392,-0.00274684015400785,-0.0043717039426427,-0.00659186108070407,-0.00800311768451572,-0.00871048157385387,-0.00926772948905503
1856964,pair_1,230.0,0,,,1.1245320751877302e-05,1.81874313658428e-06,-4.2799485019517204e-07,5.89506995840143e-05,7.086518641051271e-05,2.13122720806567e-05,-0.000664353927619743,-0.0024434814697112,-0.0025073595848857603,-0.00418923527229786,-0.006365109383983879,-0.007758469250661541,-0.00842670132809995,-0.008957552092657209
1856965,pair_1,235.0,0,,,0.000148585193911833,0.000232150196702263,0.000269098472887133,0.00031792149371377595,0.000311308389694704,0.000215810913999195,-0.000545613002894818,-0.00239789903393806,-0.00250718132012006,-0.00391986828385906,-0.00613335075800885,-0.00762356657697809,-0.00815757212934121,-0.008799441388780879
1856966,pair_1,240.0,0,,,8.84840425775657e-05,0.000130845373064324,0.000146120061131784,0.000255489731065948,0.000281473518119008,0.000162710858290301,-0.000750859665551387,-0.0026269803997058397,-0.00270028548326878,-0.004073107895072,-0.00625860450622861,-0.007640778141768359,-0.00809685184967827,-0.008660744948150991
1856967,pair_1,245.0,0,,,0.000186625220632409,0.00028324526489008903,0.000323668147591404,0.000425858779535235,0.000442902985024333,0.000303791762448481,-0.000607621243216153,-0.00238321584766994,-0.0024604857616640197,-0.00368365407942901,-0.00594817004109048,-0.0074240104222348,-0.007785368078154709,-0.00843022839693197
1856968,pair_1,250.0,0,,,0.00017022167979501203,0.00021001406667856898,0.00018924540674168002,0.000230345539505702,0.000221081022359548,9.8222129539894e-05,-0.000800806728084154,-0.0026959445027216803,-0.00264071464299254,-0.0038632029868720602,-0.00605054664469259,-0.007457041659129491,-0.00791735155038735,-0.00848827927425261
1856969,pair_1,255.0,0,,,0.00010610762168145601,0.00011949515816417199,8.71019904348735e-05,8.84124337507204e-05,1.67942133207314e-05,-0.000186564905150519,-0.00119239055500596,-0.0029873717282097104,-0.00272470416473878,-0.0039799788113587895,-0.00617333329391969,-0.007548338997748841,-0.00800592031109486,-0.00855474384438454
1856970,pair_1,260.0,0,,,0.00011406183399548201,9.69713527580277e-05,1.12807043901111e-05,-2.65531761821905e-05,-9.015763448532081e-05,-0.000229758166039257,-0.00112368060245778,-0.00304484822044962,-0.00281758929815777,-0.004039904982893129,-0.00629509948539503,-0.0077784331069538,-0.00827539228098942,-0.00879071046643491
1856971,pair_1,265.0,0,,,8.21964311073375e-05,6.65115383686681e-05,-1.1273023965461599e-05,2.09941566475867e-06,-2.23515442822403e-05,-0.000166660213465778,-0.00108845074321636,-0.00287464961343532,-0.0026504459511228397,-0.00374160975124834,-0.00582789659441585,-0.0071479729675876,-0.0075509348838353595,-0.00805880608040195
1856972,pair_1,270.0,0,,,0.000137050447075731,0.000140952886550073,6.103226221138101e-05,3.6250131349564296e-05,-4.16675103573094e-05,-0.000225287342666319,-0.00117536218600083,-0.00299698325469016,-0.00282171248828641,-0.00379847217760864,-0.00589985261989552,-0.00727737877522336,-0.007704629609106821,-0.00820289481578932
1856973,pair_1,275.0,0,,,0.000263530265853464,0.000365668406589402,0.000350695975072252,0.000351002272433429,0.000290010881444411,0.00010220753001318801,-0.000814896013972725,-0.0026173516700633602,-0.00258268858335317,-0.00342950035534671,-0.0055017722667324,-0.00695908693383272,-0.00724741270982593,-0.00782675087422208
1856974,pair_1,280.0,0,,,0.000170329762749218,0.000281613099756793,0.00031176143004786497,0.000352481194959132,0.000316395447079208,0.00014599507851541598,-0.000719564194442705,-0.0024528453072216,-0.00236672458177818,-0.0034559300700560303,-0.00567318120036328,-0.007305512385916641,-0.007638122046980909,-0.00828174961745308
1856975,pair_1,285.0,0,,,8.54430316163773e-05,0.00010220534607034599,4.98940304532387e-05,2.40666412973224e-05,-4.98323047221035e-05,-0.00022001103923303302,-0.00108008930901475,-0.0028264986374881397,-0.00261641924154682,-0.0038135043720510797,-0.0058427203501878605,-0.00736982735788872,-0.007770227112228779,-0.00830740612225986
1856976,pair_1,290.0,0,,,0.00016593099291646498,0.00022059696376997202,0.000188038629547644,0.00010768447359369201,-2.47849339769612e-05,-0.00022422100107356098,-0.0009693496919221439,-0.0025009196431279995,-0.00247866317997316,-0.0035833050777207102,-0.00560199675942693,-0.00705598202420865,-0.00752663082876465,-0.00811914998779798
1856977,pair_1,295.0,0,,,0.00023327239552653302,0.000336897508951071,0.000361417960311126,0.000388227702228826,0.000338861688878458,0.000165065338405227,-0.0006756040140984321,-0.00219779905931946,-0.0020351474257652396,-0.00304549279126101,-0.0052979629711728,-0.00688636546687597,-0.007280786535075591,-0.00798195025462796
1856978,pair_1,300.0,0,,,0.000246309646067773,0.000268254113512071,0.00017058587594219698,0.000154390003123652,0.000107564579253533,-5.5976147716351596e-05,-0.000990760740551436,-0.00255711272743813,-0.0020798685211352898,-0.00283579734678217,-0.0048666899716325205,-0.006374945220751721,-0.0066709453022847105,-0.007241229536047591
1856979,pair_1,305.0,0,,,0.000262225868988834,0.000291841171847529,0.00020036394636491298,0.00014496110270223402,4.4595213526079294e-05,-0.000159488571418184,-0.00106887205103096,-0.00248492358359349,-0.002021238600357,-0.00276124655625227,-0.00491248976806457,-0.00641313034658295,-0.00675938074362452,-0.00733902268897345
1856980,pair_1,310.0,0,,,0.000357362266502042,0.00043761046552637597,0.000383591736151013,0.00034039411359068904,0.000232894456467629,1.41209393009559e-05,-0.0009190660510135471,-0.00237766181253648,-0.00200144593335275,-0.0026320780358381,-0.00466877980500704,-0.0061513502407549,-0.00647295372603371,-0.0070616873615959
1856981,pair_1,315.0,0,,,0.000406802251492974,0.000549423954926415,0.0005231859183759231,0.000477524264909103,0.000360432973401694,9.82824530721875e-05,-0.000923564084058911,-0.0024303553918474,-0.0019796537521197103,-0.00228044900127088,-0.00440374747889605,-0.00595502826126759,-0.00616887267423315,-0.006850508630509579
1856982,pair_1,320.0,0,,,0.00039814746957534704,0.000541197578919752,0.000527269617861725,0.000542457088192257,0.000518829993156926,0.000342342611871635,-0.000640270201168997,-0.0022512928976985897,-0.00176916560294508,-0.00204298100165633,-0.0044464576612198705,-0.00607677629343719,-0.00630041076923403,-0.007078173572591891
1856983,pair_1,325.0,0,,,0.000399338541611767,0.000568560018104409,0.000585980627149846,0.000640324071783355,0.000635273367443183,0.000456206591804846,-0.000506438981077426,-0.0020458143166027,-0.00167742348934751,-0.0019322835438179398,-0.00430113191661905,-0.00599229412899445,-0.00613071822438015,-0.00691950414960702
1856984,pair_1,330.0,0,,,0.00041832502240603703,0.000592565568758496,0.000606749967194771,0.000655559900162226,0.0006132277391094071,0.000384096785375365,-0.000656890161609887,-0.00215097703732566,-0.0017862793962160899,-0.00189233360743525,-0.00433394280079685,-0.0060129002586303895,-0.00614626137096109,-0.00690030861967908
1856985,pair_1,335.0,0,,,0.000414083322493252,0.000610767520170339,0.000633025042301714,0.0006634238065152519,0.000589763216715219,0.00030467905149966697,-0.0007849104685511759,-0.0022224042853512802,-0.00189736156093458,-0.00191860843289615,-0.00430784261620524,-0.0059797660167253,-0.0060097329296832,-0.00677228702716034
1856986,pair_1,340.0,0,,,0.000189167447695197,0.000244746725386493,0.000180089011082895,0.000143066923707536,-7.4677294789201294e-06,-0.00035343082269482796,-0.00146885851774042,-0.0027508029540872,-0.0023226949091104602,-0.00280399150916525,-0.00481251179922235,-0.00626512330317841,-0.00641744442042225,-0.00698695903286796
1856987,pair_1,345.0,0,,,0.000197519742914777,0.00022567713484735098,0.00012011931691780601,-1.9573373926762303e-05,-0.00023785670287955097,-0.00058077099356568,-0.00163824229790063,-0.00305881642579147,-0.00255650698195088,-0.00298608293094644,-0.00491794174338797,-0.00634663836389116,-0.00667183159582451,-0.0072255349353521296
1856988,pair_1,350.0,0,,,0.000166518134596016,0.000146019593732126,1.9981805511977697e-05,-0.000103199906116108,-0.000288014995155656,-0.000578749098892697,-0.0015429320939933698,-0.00276598768749192,-0.0021584667327514103,-0.00267203035094056,-0.00459583975883842,-0.00596573911286949,-0.006438214123969221,-0.00703195460259522
1856989,pair_1,355.0,0,,,0.00016171148840796399,0.000168748579888834,6.0338445641627005e-05,-1.62775894477184e-05,-0.000182304526922503,-0.000500581074659436,-0.00155982690837922,-0.00277350119102388,-0.0021456887841541103,-0.00258112542687857,-0.00460524338210043,-0.00610017876992873,-0.00641348921101204,-0.0070031620795339205
1856990,pair_1,360.0,0,,,3.8470478930520896e-05,4.84977938707028e-05,-2.91850971093431e-05,-0.00013752372445337,-0.00038958293488308796,-0.000818661924919878,-0.0019773312705633,-0.0030714603761689,-0.002323070634854,-0.00268565196916867,-0.00491109721160343,-0.00640755946294732,-0.00676861787858463,-0.00733715434125742
1856991,pair_1,365.0,0,,,2.1057588241913e-05,7.87446893974475e-05,2.26090623846968e-05,-6.20994969260913e-05,-0.000288513797179356,-0.000711191946084925,-0.00184594073911442,-0.00297550188966842,-0.0024483431049754,-0.00259812534122315,-0.00496043984792215,-0.00661447949101605,-0.006815017111396779,-0.00744340959576723
1856992,pair_1,370.0,0,,,-1.1841755704584199e-05,1.72303894764668e-05,-4.28701821364461e-05,-0.000158896185177077,-0.00043135437783072,-0.000879559851249382,-0.00200119190476385,-0.00302147203672876,-0.00244899160312647,-0.00269153654025466,-0.00507028898907421,-0.00669104187322515,-0.00700363626681941,-0.007601253932741241
1856993,pair_1,375.0,0,,,-8.67746376418555e-05,-0.000131369454884015,-0.00024355306639350802,-0.000396992254359244,-0.0006985536914307781,-0.00115126282073462,-0.00228643497371795,-0.00327412786858213,-0.00250765889721648,-0.0028080368747897,-0.00506029544885819,-0.00657423324589421,-0.0069929855901703294,-0.007497666282918709
1856994,pair_1,380.0,0,,,-0.000145836503654562,-0.000233276018281721,-0.00039393306812357596,-0.000544940689684851,-0.000803686545115683,-0.0012303868634918,-0.0024398198711817897,-0.0035213145952704295,-0.00245758636361653,-0.00263720266616026,-0.00494205671387669,-0.00646630480297462,-0.00678907632269125,-0.007275378378403391
1856995,pair_1,385.0,0,,,-5.804123130797989e-05,3.0819269075213797e-06,-2.96480258022052e-05,-0.00012730029935255902,-0.000417264092011637,-0.000920448845455181,-0.00211933219673093,-0.00312431138397159,-0.00274888795572965,-0.00260595828548042,-0.0048995070520461296,-0.00639121851744983,-0.00657084535881761,-0.00709667384919619
1856996,pair_1,390.0,0,,,2.71536697589155e-05,0.000147005082085206,0.000164656605610235,7.70039789462264e-05,-0.000213082346294383,-0.000709117998076657,-0.0018287208006473898,-0.00267899583247189,-0.00221836378957607,-0.00205606048411483,-0.0043760677166396,-0.00603056776991425,-0.006208640327210311,-0.00681827073186236
1856997,pair_1,395.0,0,,,-8.64390195642003e-05,-4.37879610210174e-05,-8.91881570665987e-05,-0.000208271605650835,-0.000517062566290387,-0.00103553497163734,-0.0022167190067912397,-0.0030563553717257,-0.0024978281563690897,-0.00245325431937158,-0.0047537089026221105,-0.00632629616515222,-0.00647687486173504,-0.00699576592781999
1856998,pair_1,400.0,0,,,-0.000162926152529148,-0.000185230304457645,-0.00025019168339939,-0.000353578481909289,-0.000637190035825371,-0.0011111046489816802,-0.00220001004715685,-0.00280601324277325,-0.00199758204830352,-0.00224291297102398,-0.0045061095259989,-0.00608672715363612,-0.00639359679123411,-0.00691734669867175
1856999,pair_1,405.0,0,,,-6.0233636564564695e-05,-0.000121432810190097,-0.000283964103630111,-0.000519959377106842,-0.000859688758049949,-0.00130003584270857,-0.00227330080068008,-0.00299086042063795,-0.00236820473861748,-0.0024495163636675,-0.00459792358786447,-0.00611701971706935,-0.006521606968077479,-0.00706522554697334
1857000,pair_1,410.0,0,,,-0.00011379195666646799,-0.00017799086917163302,-0.000338075786154941,-0.000599737051452818,-0.000949193918939467,-0.0013773829827479099,-0.0022690752605303,-0.00293163035946002,-0.00223625985141281,-0.0023374915865029397,-0.00452056519964171,-0.00607802343076451,-0.00653805034235982,-0.00711105456476476
1857001,pair_1,415.0,0,,,-0.000239266981911509,-0.000405338493733763,-0.000635597006022248,-0.000915922240579822,-0.0012783442037408099,-0.00170683014655954,-0.00258092521301663,-0.00308910201866979,-0.00227148846803355,-0.0025910321331275602,-0.00455329682654651,-0.00598958523972009,-0.00649618795088891,-0.006930651622311429
1857002,pair_1,420.0,0,,,-0.000283982327278723,-0.00048342919784791796,-0.000748716959932562,-0.0010156891404162198,-0.0013788083229885801,-0.0018426713244076398,-0.0029100847832678,-0.0036228803221439,-0.00260042703103329,-0.00289411449053722,-0.00507870318374421,-0.0066521398563869705,-0.00701381058435337,-0.00733479860912319
1857003,pair_1,425.0,0,,,-0.00028185967055300497,-0.000526324881857027,-0.000826227050752929,-0.0011182243180178,-0.00150491420145727,-0.0019414363096889801,-0.0028811618089459898,-0.00346785170168475,-0.00268119314758243,-0.0030307932467188397,-0.00510873467880472,-0.0065815063752070295,-0.007095748181189359,-0.007350242091890791
